number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
1,1,1,353,0,2,20
85,2,2,306,1,1,250
0,1,1,0,1,1,146
0,7,1,0,1,1,117
1,1,3,340,0,1,170
6,3,1,0,1,1,120
4,2,1,81,1,1,350
9,2,1,5,1,1,330
15,2,1,71,0,1,160
0,1,1,173,1,1,4000
1,30,87,341,1,1,225
14,1,5,63,0,1,90
58,4,1,132,0,1,163
0,1,1,0,1,2,58
8,4,3,0,0,0,75
2,30,5,83,1,1,85
597,1,3,342,1,0,49
1,29,5,0,2,0,40
1,1,2,340,0,0,40
0,10,1,0,0,0,42
3,5,1,19,1,1,180
0,1,1,0,0,0,65
18,1,1,222,0,0,85
15,7,3,318,0,0,55
1,4,1,0,0,0,48
173,3,3,273,0,1,195
6,2,327,328,1,1,396
0,2,1,0,1,0,199
35,3,2,30,0,0,45
0,1,3,364,0,0,55
150,2,3,98,1,0,135
0,3,1,179,1,0,302
12,1,1,0,1,1,279
7,5,1,0,2,0,30
49,3,3,307,2,0,45
5,2,1,45,0,1,135
0,30,3,92,1,1,250
0,1,1,0,0,0,75
0,90,2,311,0,0,40
2,1,2,0,0,0,57
3,1,1,364,2,0,60
95,1,3,243,0,1,150
1,7,1,0,0,0,50
3,5,1,0,1,1,250
1,30,4,245,0,0,33
5,3,1,21,0,0,70
3,2,1,0,0,0,95
9,20,4,318,0,0,60
8,3,1,0,1,1,125
4,5,1,93,1,1,349
2,7,1,0,0,0,48
61,4,1,264,0,1,158
5,3,1,138,1,1,279
1,1,1,0,0,0,65
3,5,1,115,1,1,300
0,1,1,12,0,1,195
6,1,4,350,0,0,95
19,2,1,0,1,0,80
48,3,1,217,1,1,250
162,3,2,249,0,1,80
8,1,1,0,1,1,160
9,2,1,53,2,0,80
39,1,1,4,0,1,94
1,2,4,179,0,0,79
75,3,1,112,0,1,319
6,30,1,0,0,1,295
15,240,1,90,1,0,74
84,1,12,359,1,0,85
0,3,1,0,1,0,300
0,31,1,90,0,0,60
78,5,1,281,1,1,150
4,2,1,0,1,1,289
10,1,1,125,2,0,50
0,30,1,0,1,1,150
5,5,2,0,0,1,280
7,4,2,70,2,1,190
47,1,1,155,0,0,99
13,1,3,85,0,0,91
5,1,1,0,1,0,75
4,5,1,242,1,0,73
37,2,1,0,0,0,65
68,3,6,319,1,0,59
24,1,5,168,2,0,55
62,2,1,36,4,1,130
7,5,1,0,0,1,165
0,1,1,0,1,1,100
0,1,2,365,2,2,120
1,1,1,0,1,1,240
55,1,2,10,1,0,95
10,2,1,11,0,1,239
6,3,1,114,0,1,250
7,2,1,0,0,0,42
7,1,1,0,1,0,90
0,1,1,220,0,0,170
65,5,1,157,1,0,115
0,2,1,0,0,1,105
85,2,1,125,1,1,139
85,2,2,128,0,0,75
0,1,2,365,2,0,59
17,1,3,0,0,0,35
1,5,1,0,0,1,150
51,3,1,0,1,0,60
2,3,1,0,1,0,70
0,2,7,168,0,0,77
28,1,1,113,2,1,105
3,2,1,0,0,0,80
2,30,10,341,0,0,65
77,2,1,24,2,1,150
2,4,1,0,0,1,80
4,1,1,98,1,1,75
2,7,1,0,1,1,145
3,4,1,365,0,0,50
0,1,33,180,0,0,199
0,5,1,32,2,1,250
240,2,1,298,2,0,120
1,60,1,358,0,1,75
14,2,8,261,0,0,58
64,5,1,68,0,0,75
15,1,1,8,0,1,175
0,1,1,365,2,0,200
71,3,1,363,1,1,100
0,180,1,0,0,0,37
24,3,1,0,2,0,47
0,1,1,0,0,0,60
0,120,1,263,0,1,200
0,7,1,0,0,1,140
15,1,3,0,1,0,30
0,1,1,0,1,1,125
24,1,1,201,0,0,75
11,5,1,340,0,0,80
5,3,2,3,0,1,210
0,1,1,363,4,0,75
1,2,1,0,1,1,250
140,2,5,319,1,1,210
0,2,1,0,1,2,55
9,5,1,0,1,1,120
0,1,1,157,0,0,70
1,2,2,354,4,1,79
0,4,1,0,0,0,52
9,30,1,215,1,1,320
2,30,1,0,1,1,131
2,2,1,22,1,0,140
3,1,1,0,0,1,225
184,1,2,240,0,0,60
7,30,6,337,0,0,85
4,3,2,0,0,0,40
2,6,1,0,1,1,450
95,2,1,315,1,0,50
21,30,3,365,0,0,65
5,1,1,21,1,1,150
41,1,1,334,1,0,141
71,3,8,329,0,0,39
12,2,1,85,1,1,500
20,2,1,363,0,0,60
7,1,1,0,0,2,175
414,1,1,245,2,1,129
12,1,2,357,1,1,300
7,2,1,0,0,0,39
0,90,1,95,0,1,80
47,4,2,249,0,0,65
58,2,3,60,0,0,70
1,1,1,0,1,1,250
20,2,1,29,1,0,75
58,3,1,0,1,1,145
57,2,1,209,0,0,95
1,2,1,87,0,1,140
5,1,1,0,1,0,72
1,1,2,0,0,0,100
4,7,13,351,1,0,169
0,2,1,0,1,0,120
1,3,2,363,1,0,307
240,4,1,214,0,1,195
0,1,1,0,0,2,25
3,1,1,0,0,1,250
89,2,4,30,4,0,60
0,4,2,0,0,0,135
6,1,7,351,1,0,304
1,2,1,0,1,1,145
1,3,1,0,2,0,61
4,1,1,0,0,1,89
24,3,1,1,1,1,138
0,1,1,350,3,1,175
1,3,1,21,0,1,72
28,2,1,3,0,0,119
51,5,5,318,0,1,151
0,30,5,343,0,0,80
4,3,1,18,0,0,20
6,30,25,190,1,1,190
1,2,1,0,0,0,100
7,5,4,293,1,0,150
47,3,1,300,0,0,65
5,2,1,9,0,0,45
5,1,1,79,2,1,150
28,1,1,0,1,1,179
7,2,1,0,0,0,40
158,1,1,105,1,0,105
0,4,1,0,2,0,90
8,3,1,0,0,0,55
49,5,1,234,1,1,250
11,2,1,0,0,1,100
0,1,1,0,1,0,95
26,2,1,88,1,1,299
8,2,1,177,0,1,201
0,1,1,0,1,1,175
1,2,1,338,0,1,200
24,2,1,294,0,0,80
1,30,1,68,0,1,118
10,4,2,100,0,0,55
1,3,1,0,1,1,250
0,2,1,338,1,1,285
55,91,1,34,1,0,250
0,30,232,341,1,1,377
2,1,1,63,2,0,100
142,1,1,322,1,0,200
123,4,1,184,0,1,100
7,3,1,339,0,1,275
21,2,1,0,1,1,101
0,15,1,0,1,1,60
157,3,1,287,1,0,65
5,1,1,19,0,1,82
37,2,1,216,3,1,245
144,2,1,263,1,1,200
0,3,1,364,2,1,250
3,30,3,308,0,1,125
27,4,1,0,1,1,179
9,5,1,0,1,1,130
92,2,8,87,0,0,60
0,7,1,0,0,1,700
1,5,1,83,1,1,180
176,2,1,282,1,1,244
0,30,31,179,1,1,499
26,2,2,317,2,1,72
0,3,1,0,1,1,500
30,7,1,224,1,1,200
8,1,1,7,1,1,140
9,1,2,0,4,0,30
0,2,1,157,1,1,175
23,5,6,216,2,0,45
13,1,3,90,2,1,121
0,14,1,0,0,0,50
74,3,1,16,1,1,130
21,3,1,2,0,1,70
44,1,2,0,0,0,75
6,2,1,0,1,0,65
0,10,1,0,1,0,92
2,3,1,0,1,1,190
38,4,1,0,1,1,165
2,10,1,4,1,1,115
0,15,1,0,1,1,155
14,1,2,283,0,0,80
233,3,1,0,0,1,154
7,5,1,6,1,1,195
38,1,2,329,1,0,80
4,4,1,0,1,0,80
3,1,1,0,0,0,70
177,1,1,91,1,1,299
0,30,25,340,0,0,48
3,3,1,0,0,1,280
0,30,232,157,1,1,420
2,1,1,0,0,0,90
0,2,1,0,2,0,75
1,30,3,365,0,0,79
27,1,3,0,0,0,55
4,2,1,0,0,0,50
5,2,1,351,4,0,55
7,2,2,89,2,1,146
0,7,3,365,0,1,600
26,1,1,1,1,0,53
7,3,1,0,1,1,196
1,1,1,0,1,0,80
12,1,1,89,0,0,100
1,2,1,0,0,1,350
81,5,6,83,0,0,68
1,30,87,364,1,1,269
120,3,3,220,0,1,100
21,30,1,21,0,0,45
20,2,4,157,1,0,50
1,1,6,365,0,0,89
4,1,1,0,1,0,70
27,4,1,0,1,0,106
2,7,1,0,1,1,175
0,1,1,0,1,1,379
32,3,2,0,0,0,44
0,5,1,51,1,0,50
8,1,4,210,2,0,39
0,3,1,0,1,1,122
48,2,1,280,2,1,250
2,10,1,188,1,1,99
0,3,1,3,1,0,299
12,1,2,22,0,0,55
2,3,1,5,0,1,119
1,4,1,0,0,1,88
0,4,1,0,0,0,85
0,2,1,0,2,0,60
3,1,2,0,0,0,60
1,1,2,188,1,1,215
8,3,1,0,1,1,115
2,12,4,6,0,1,110
0,6,1,66,2,1,53
119,2,2,175,0,1,139
173,1,3,162,0,0,135
22,30,1,81,1,1,250
0,10,1,0,0,1,145
61,1,2,124,2,0,35
23,3,2,207,1,1,299
11,3,5,347,0,0,60
188,1,1,158,1,0,110
4,1,9,309,1,0,100
1,2,1,0,0,1,650
0,1,1,177,2,0,65
7,1,1,0,1,1,110
0,1,1,0,0,0,50
10,1,5,357,1,0,120
7,1,1,34,0,0,45
13,2,1,251,1,1,360
1,1,1,0,0,0,60
2,31,3,0,1,0,500
2,3,2,0,1,0,115
0,1,1,0,2,0,100
3,2,2,0,1,0,175
1,1,1,0,0,0,60
14,2,1,0,0,0,80
1,30,121,365,1,1,239
32,1,6,0,0,1,52
2,7,1,0,0,0,70
1,30,2,363,2,0,60
0,3,1,362,0,1,275
27,30,1,189,1,0,99
0,5,1,136,0,0,55
2,14,1,18,0,0,70
3,1,5,23,1,2,95
8,2,1,0,1,1,278
40,2,1,0,4,0,50
62,9,2,76,1,1,205
7,4,1,20,0,1,105
0,14,1,0,2,1,150
23,3,8,326,1,1,449
5,30,2,195,1,1,105
240,4,1,276,1,1,169
0,3,1,38,0,0,70
9,1,1,0,0,0,95
120,1,1,8,0,0,40
1,1,1,0,0,1,80
9,2,1,5,0,1,100
167,7,1,292,1,0,61
54,2,2,0,1,0,123
89,5,6,322,0,0,72
31,2,2,273,0,0,50
4,28,49,253,1,1,675
23,5,4,337,0,0,57
155,2,4,141,1,0,85
26,1,1,215,2,0,98
11,6,11,299,2,1,60
7,4,2,0,0,1,197
0,1,1,0,0,0,40
3,2,1,0,0,0,75
33,1,1,294,2,1,280
26,1,1,243,1,1,130
58,1,2,316,1,0,100
10,2,1,0,1,1,250
1,6,2,0,0,0,50
15,7,2,281,0,1,92
1,1,1,0,0,0,95
0,1,1,0,1,0,80
183,2,1,146,2,0,65
0,30,103,245,2,0,35
3,6,1,0,1,0,75
84,2,1,211,0,1,84
8,1,1,0,0,0,32
41,2,3,358,0,0,55
0,20,1,0,0,0,50
74,4,1,85,0,0,59
1,2,1,0,0,0,50
2,10,2,0,0,1,80
131,7,2,0,1,2,65
1,2,2,262,2,0,50
42,2,1,172,1,0,125
8,5,1,155,1,1,549
3,30,121,365,1,1,199
5,2,1,5,1,1,265
3,5,1,0,0,0,70
0,1,1,0,1,0,110
22,28,2,4,2,0,65
6,7,1,183,0,1,115
1,1,1,0,1,0,50
5,1,1,0,0,0,28
4,1,1,7,1,0,62
0,1,1,0,1,1,200
1,3,1,0,1,1,200
3,30,3,119,1,0,120
24,2,5,365,0,0,82
3,1,1,0,0,1,125
0,5,1,30,2,0,70
1,1,1,0,1,1,250
6,3,1,361,1,1,499
1,1,1,97,0,0,60
13,3,1,1,2,1,75
53,2,2,76,2,0,76
0,2,1,1,0,1,200
0,999,1,365,1,2,110
14,2,1,179,1,1,300
142,3,2,210,1,0,64
23,3,1,0,1,0,150
71,2,1,60,2,0,65
47,3,1,24,0,0,62
50,2,1,6,0,1,25
0,3,1,23,0,1,135
0,1,1,0,2,2,30
17,1,4,227,0,0,75
1,1,1,0,0,0,40
3,30,31,332,1,1,150
20,3,1,0,1,1,259
29,14,1,67,1,1,180
21,3,1,80,1,1,250
0,1,2,0,0,0,50
0,30,103,123,2,0,61
42,2,4,307,2,1,80
0,1,1,0,1,1,190
108,2,1,0,2,1,85
1,14,1,0,0,1,150
25,1,9,360,2,0,75
8,10,1,270,1,1,125
11,1,4,78,3,0,34
4,30,1,0,0,1,100
0,2,1,149,0,1,975
9,2,1,0,0,0,75
8,6,1,250,4,1,135
7,1,5,291,1,0,189
0,17,1,102,1,1,166
78,1,2,74,1,0,95
4,1,26,365,0,0,55
11,3,1,0,0,1,150
34,30,1,84,2,1,89
90,1,3,31,0,0,70
18,1,1,56,1,2,63
39,5,1,0,1,1,158
57,30,1,84,0,1,175
35,1,2,310,2,1,90
38,5,1,253,1,1,135
1,7,1,284,1,1,210
8,1,1,172,2,0,82
2,3,2,138,0,1,61
0,30,1,36,1,1,230
67,2,1,101,0,1,305
2,30,2,342,0,1,120
48,2,1,0,1,0,99
1,1,1,0,2,0,65
187,2,1,300,0,1,100
11,4,2,0,0,2,45
40,2,1,295,0,0,125
0,4,1,0,1,1,400
0,3,7,19,2,1,150
1,3,1,0,2,0,50
7,2,3,341,2,0,65
73,1,4,171,2,0,79
20,3,1,359,1,1,275
1,30,103,0,2,0,37
2,10,4,114,4,2,20
2,3,1,0,0,1,140
6,1,2,0,2,0,40
42,3,1,226,0,1,125
0,1,1,0,1,1,325
0,29,15,5,2,0,35
2,30,1,0,0,1,115
4,2,1,11,0,1,200
1,1,1,158,0,0,75
35,2,1,170,0,1,210
38,1,2,365,1,0,69
1,1,14,340,1,0,425
0,30,3,327,1,0,100
0,1,1,0,1,1,225
3,50,1,201,1,0,97
0,4,1,91,1,0,150
0,7,1,0,1,1,100
1,5,1,0,0,1,275
26,5,1,0,1,0,59
0,2,1,0,0,1,100
129,3,1,78,1,0,80
118,2,1,121,0,1,115
2,2,1,0,0,0,45
2,1,3,358,2,0,55
29,2,1,0,1,1,200
1,4,1,0,0,0,60
35,2,1,190,0,1,210
1,3,1,0,0,1,120
0,6,1,51,1,0,150
43,3,2,67,0,0,150
141,1,5,209,1,0,164
2,2,1,0,0,0,65
1,3,1,351,0,1,600
0,3,3,170,1,0,80
15,1,1,249,2,0,30
21,3,1,2,1,1,325
5,1,1,0,1,1,100
42,1,3,106,0,0,45
6,2,4,163,0,0,44
3,1,2,113,1,0,115
30,1,2,365,2,0,349
18,5,1,106,0,1,180
4,3,1,0,0,0,53
0,5,1,310,1,1,450
0,1,1,0,0,1,200
0,1,1,0,0,0,35
10,10,1,248,1,0,89
0,4,1,0,1,0,75
6,6,3,11,0,0,70
12,2,1,0,0,0,85
138,1,2,122,0,0,60
54,30,5,193,1,1,110
130,2,6,342,2,0,47
31,2,1,0,1,0,99
62,2,1,118,2,0,95
0,90,4,311,1,1,175
2,5,1,13,0,1,120
0,3,1,3,1,0,224
2,2,2,272,2,1,600
2,3,1,0,0,1,95
139,3,2,21,2,1,96
0,4,3,2,2,0,79
27,1,1,98,1,2,50
40,1,1,354,0,0,85
5,5,2,0,0,0,80
4,5,1,0,1,0,105
164,2,2,93,0,0,95
21,2,3,202,2,1,196
1,3,1,0,0,0,60
17,1,2,179,0,0,175
68,2,1,89,2,1,135
84,2,2,273,0,0,40
62,1,1,36,1,0,229
33,5,1,27,0,1,70
0,7,1,0,2,0,60
2,3,1,11,1,1,151
21,1,5,299,1,0,390
2,4,1,138,1,1,225
3,5,1,66,0,0,70
8,2,3,50,2,0,45
0,2,1,24,0,1,274
10,7,3,247,2,1,200
75,3,1,323,0,1,170
27,1,2,0,0,0,75
12,5,1,6,1,1,195
0,3,1,208,1,1,199
75,2,1,23,0,0,60
2,30,15,365,2,1,183
143,1,4,273,0,0,132
14,1,3,174,0,0,55
23,2,1,0,1,0,60
5,2,1,2,1,1,148
24,1,3,35,1,0,69
1,1,1,0,0,1,49
0,1,9,283,1,0,100
5,1,1,6,0,1,90
30,2,2,331,1,0,90
211,1,2,178,0,0,58
2,5,1,11,1,1,255
76,2,1,147,1,1,265
3,4,1,95,0,1,92
34,2,1,10,1,0,69
2,5,1,0,1,1,350
0,3,1,0,2,1,42
0,5,1,0,1,0,100
21,2,2,311,2,0,49
32,2,1,17,1,1,190
0,30,12,344,1,1,225
9,2,1,0,1,0,80
4,3,2,108,0,1,95
4,1,5,318,1,0,80
3,2,1,184,0,1,139
3,8,1,79,1,0,80
2,2,1,0,0,1,123
0,4,1,0,1,1,350
2,1,2,87,1,0,150
8,1,5,158,0,0,58
82,1,9,299,1,0,199
4,2,5,337,0,0,87
1,3,1,0,1,1,250
4,1,2,0,1,1,119
159,1,1,193,1,1,129
126,3,1,46,0,1,99
3,3,1,0,1,0,120
0,30,1,281,0,0,50
64,2,1,27,1,1,250
0,30,1,98,1,1,199
1,3,2,107,1,0,66
3,4,1,0,0,1,200
0,2,1,0,1,0,115
0,1,2,0,0,0,149
1,2,1,0,1,0,119
12,4,1,5,0,1,150
188,2,1,203,1,0,175
0,2,1,0,1,0,45
0,3,1,353,4,0,90
0,30,1,359,1,1,98
7,2,1,265,1,1,209
19,1,3,0,1,0,89
107,14,12,323,2,0,40
71,3,2,2,0,0,50
8,4,1,0,1,1,159
93,1,6,176,0,0,0
0,20,1,0,1,1,150
54,5,1,105,0,1,115
1,3,1,0,0,0,60
92,1,4,138,0,1,175
7,3,2,190,0,1,168
1,1,2,365,1,2,99
18,1,1,292,1,1,219
3,2,1,10,0,1,250
78,3,1,268,0,0,98
0,1,1,175,0,0,125
2,14,2,311,0,0,70
0,30,103,238,2,0,48
0,4,1,0,0,1,350
0,30,3,0,1,1,421
93,3,1,13,0,1,125
2,5,1,0,1,1,150
21,4,1,98,0,1,95
166,2,1,38,0,1,91
0,2,1,0,0,0,65
3,1,2,166,2,0,48
0,3,1,0,0,0,55
0,30,87,365,1,1,179
0,1,1,0,1,1,275
0,30,49,364,1,1,285
3,30,5,339,1,1,70
7,2,1,11,1,0,140
260,2,1,141,1,1,159
5,1,2,0,0,1,55
1,5,1,0,1,1,120
5,4,1,10,0,1,130
1,2,1,0,0,0,50
0,4,1,0,2,0,195
1,3,1,0,1,1,275
0,1,1,7,1,0,57
0,30,1,0,1,1,200
2,3,1,147,1,1,550
136,1,1,258,1,1,177
0,1,1,0,1,1,100
4,5,1,10,0,1,120
5,3,49,206,1,1,699
16,6,1,168,0,1,150
7,3,1,358,0,1,399
12,3,5,313,1,1,285
34,2,4,101,1,0,42
0,30,32,348,1,0,60
10,4,2,7,0,0,50
24,2,1,5,1,0,70
1,3,1,150,1,1,229
9,2,1,0,1,1,300
0,14,1,0,0,1,120
1,28,1,0,1,1,104
6,30,91,314,1,1,125
117,6,2,207,1,0,119
15,5,1,0,1,1,269
25,5,1,220,0,1,250
0,7,1,0,1,1,185
2,3,1,0,1,1,165
70,2,1,352,1,0,76
14,1,1,0,1,0,135
36,3,1,53,0,1,225
14,1,3,113,1,0,145
1,6,1,0,1,1,100
27,12,4,342,0,0,70
17,2,1,334,0,0,40
10,6,1,0,1,1,185
6,1,13,364,4,1,115
0,1,1,0,1,1,400
2,5,1,0,0,0,50
1,7,1,0,2,0,50
17,30,1,231,1,1,120
5,2,1,14,0,1,179
0,7,1,23,1,0,90
0,1,1,0,1,0,70
2,3,1,44,1,1,194
0,1,1,0,0,1,89
13,2,1,0,0,1,100
0,1,1,252,0,0,120
2,1,1,359,1,1,210
1,2,1,0,0,0,30
0,2,1,66,2,0,120
62,2,1,231,1,1,225
0,1,1,363,2,0,125
33,2,1,7,1,1,250
15,2,2,0,0,1,329
1,1,1,0,1,0,45
1,3,1,350,1,0,110
0,1,1,0,2,0,70
64,2,3,116,0,0,80
15,1,1,326,0,1,444
11,2,1,112,0,1,279
0,30,49,363,1,1,230
262,2,3,346,2,0,39
9,2,2,180,2,0,90
30,1,1,8,0,0,70
85,4,1,63,0,1,195
30,50,1,198,2,0,65
42,2,1,35,0,1,59
13,4,2,0,0,0,55
0,2,3,80,0,1,195
1,1,6,24,1,2,69
25,1,2,48,2,0,75
4,2,1,0,1,1,225
0,30,49,364,1,1,225
1,1,1,0,1,0,60
1,2,1,0,1,1,125
0,1,1,0,1,0,79
0,30,12,343,1,1,225
8,3,1,51,1,1,156
0,60,65,327,1,1,350
25,1,1,12,1,1,144
146,1,1,270,1,1,180
17,2,4,350,0,0,65
1,2,1,0,2,0,40
1,3,1,0,1,1,150
97,4,2,48,1,1,280
0,4,1,87,0,1,310
47,1,2,324,2,1,189
8,1,1,76,0,0,35
0,1,1,0,0,0,45
0,30,65,364,1,1,340
0,2,1,0,0,0,65
32,1,1,0,0,0,55
13,1,34,365,0,2,39
0,3,2,0,0,0,80
37,1,3,10,1,0,75
6,3,1,180,1,1,300
160,2,1,68,1,1,195
64,1,2,0,2,0,39
6,2,1,4,0,1,150
1,5,1,97,1,0,150
81,30,3,188,0,1,78
1,25,2,207,1,1,150
0,4,1,0,0,1,120
28,1,1,161,4,0,45
8,6,1,8,0,1,90
3,2,1,2,0,0,69
0,1,8,318,1,0,100
7,30,1,38,2,1,99
1,14,1,36,0,1,160
8,3,12,365,1,0,369
0,3,1,0,0,0,90
10,2,1,188,1,1,250
38,2,2,102,0,1,148
0,30,33,300,1,1,375
8,1,1,0,1,1,250
0,7,1,0,0,0,49
0,29,327,333,1,1,189
0,5,1,0,0,0,40
7,10,1,0,1,1,120
19,3,1,0,1,1,300
4,1,1,90,2,0,170
14,1,1,0,0,0,130
3,7,1,0,1,1,151
0,1,1,131,1,1,350
29,3,1,0,1,1,139
23,2,1,0,0,1,250
2,3,1,0,0,1,120
1,14,1,0,1,1,115
0,1,1,302,1,0,100
2,2,1,0,0,1,100
11,30,16,261,1,1,89
11,5,1,0,0,1,160
8,3,3,9,0,0,57
18,5,1,13,1,1,90
0,2,1,0,0,0,80
17,90,3,142,1,0,49
56,5,3,365,2,0,54
20,5,1,36,1,1,175
40,30,11,331,0,0,95
47,30,1,277,1,1,465
1,7,1,66,1,1,150
0,10,1,64,1,1,399
81,1,2,233,0,0,85
9,1,3,21,0,1,92
2,2,4,338,0,0,79
70,30,1,0,1,1,499
0,1,1,167,1,0,100
0,30,33,329,1,1,181
2,1,1,0,0,1,200
0,14,28,342,1,2,32
7,30,52,281,0,1,149
13,1,1,0,1,1,135
10,1,2,0,1,0,85
91,2,2,21,2,0,100
1,1,1,0,0,2,60
2,3,1,0,0,1,120
0,30,26,365,0,0,50
0,3,1,0,1,1,0
10,1,8,273,2,0,50
108,1,3,243,0,0,45
20,2,3,177,0,0,55
51,5,1,88,1,1,200
37,2,1,0,0,1,285
194,3,1,213,0,1,120
1,30,18,365,1,1,748
1,30,50,365,1,1,175
0,30,1,154,0,1,175
1,7,1,0,0,1,200
0,4,8,0,1,1,299
8,30,2,0,2,1,150
9,3,2,7,2,0,75
0,3,1,0,0,1,200
7,1,2,0,2,0,475
61,2,1,0,0,0,85
27,90,1,0,1,1,120
0,3,3,0,0,1,66
9,2,1,0,2,1,70
0,12,1,14,0,0,60
160,3,1,133,1,0,99
0,30,65,364,1,1,320
0,2,1,0,1,1,170
0,30,232,311,1,1,343
0,3,1,362,1,0,80
160,1,1,15,1,0,115
11,3,1,9,0,0,70
0,30,43,311,0,0,57
0,21,1,0,0,0,36
1,30,1,189,1,1,220
0,14,2,33,0,1,99
3,2,2,0,0,0,70
0,1,1,7,2,1,75
105,5,1,6,0,1,117
100,6,1,257,1,1,365
7,3,1,0,0,1,170
16,5,1,0,1,1,99
9,3,1,0,0,1,90
30,3,1,62,0,0,49
0,7,1,0,0,1,150
289,1,1,217,1,1,130
0,5,1,0,0,1,175
0,2,1,0,1,1,250
4,2,1,0,0,0,45
0,20,1,0,0,0,65
1,30,7,364,1,1,275
13,2,1,3,1,1,239
9,7,1,0,1,1,160
11,3,1,20,1,0,105
2,3,12,365,1,0,799
39,2,1,253,0,1,200
67,2,2,110,0,0,55
6,14,1,3,1,1,99
24,4,1,25,1,1,50
0,3,2,0,1,0,100
11,2,1,247,1,1,395
59,1,3,132,2,1,100
0,3,2,0,0,1,150
107,4,1,210,4,1,65
32,2,5,63,1,0,70
3,30,52,365,1,1,100
7,7,1,4,0,1,198
146,1,2,60,1,0,150
10,1,1,328,1,1,398
71,2,1,140,0,1,99
15,1,2,0,1,0,100
57,4,1,0,1,1,148
119,1,3,353,0,1,531
21,2,1,124,2,1,100
9,1,1,204,2,1,140
9,7,47,324,1,0,55
0,3,1,0,0,1,125
18,2,1,292,0,1,275
44,30,8,99,0,0,60
34,3,1,0,1,1,122
2,3,1,5,1,0,50
2,7,1,358,1,0,50
0,30,37,0,2,0,33
13,2,1,53,0,1,155
0,5,1,0,0,0,100
0,30,49,364,1,1,225
2,1,1,55,1,1,160
2,6,1,101,1,1,365
0,5,1,0,1,1,150
0,1,1,0,1,1,350
54,4,2,12,0,1,157
0,2,1,0,0,0,47
3,4,1,0,1,1,199
6,10,1,0,1,1,245
3,2,2,0,0,0,120
14,1,5,0,0,0,58
25,1,2,351,0,0,50
6,2,1,2,1,1,130
47,2,1,37,0,0,50
5,3,1,212,1,1,320
5,1,1,62,4,0,35
3,1,1,0,1,0,65
265,1,1,36,1,0,90
0,29,327,365,1,1,202
4,3,1,0,0,0,80
25,3,1,348,0,1,125
5,2,2,26,0,1,200
1,2,1,72,1,1,125
11,2,2,0,0,0,75
5,3,1,0,1,1,290
12,1,2,206,1,0,120
0,7,1,23,1,1,90
103,1,4,69,0,1,250
5,5,1,358,1,1,250
34,4,1,34,2,0,70
0,7,1,0,2,0,59
2,1,1,0,0,0,55
48,1,6,3,0,0,38
0,3,4,365,2,0,45
10,3,1,361,0,1,125
0,30,1,310,1,1,150
2,1,1,0,0,0,45
2,14,1,0,0,1,125
134,2,2,66,1,2,35
5,1,1,62,1,1,500
35,1,2,130,0,0,65
37,2,1,170,0,1,101
11,10,1,365,1,1,200
32,1,1,276,0,1,119
82,4,1,273,0,1,135
4,30,52,325,1,1,87
28,40,2,0,0,0,2000
270,1,1,194,0,1,89
11,1,1,341,1,0,125
10,14,1,341,0,0,75
137,4,2,279,1,1,49
24,2,3,204,0,0,34
6,3,1,0,1,1,140
1,2,1,56,2,0,55
3,1,17,200,1,1,120
0,30,121,352,1,1,239
0,30,103,219,2,0,42
5,2,327,311,1,1,425
97,1,1,354,2,0,55
3,1,1,0,1,0,125
72,4,1,11,1,1,95
21,30,1,252,0,1,140
1,2,1,0,1,0,70
54,2,1,221,1,0,140
1,30,1,95,0,1,160
57,1,3,39,4,0,39
10,3,4,236,1,0,160
13,3,5,329,0,0,36
12,7,47,354,1,0,55
0,1,1,0,2,0,30
0,30,121,165,1,1,239
2,3,1,0,0,1,80
1,29,31,139,1,1,185
0,3,1,5,1,1,198
9,1,1,0,1,1,200
0,1,1,0,0,0,95
8,3,1,283,0,1,350
1,1,1,0,1,1,139
25,1,3,55,1,2,35
2,1,47,361,1,0,65
1,3,1,0,1,1,149
99,2,2,334,0,0,65
11,1,1,0,1,0,65
9,15,1,190,1,1,250
1,1,1,0,0,0,100
0,30,1,89,1,1,174
3,1,1,0,1,1,65
7,20,4,34,0,0,40
3,2,1,0,1,1,200
40,3,1,95,1,1,320
0,5,1,0,1,0,199
4,6,1,5,1,1,200
8,1,17,225,1,1,163
0,2,1,0,1,1,135
0,3,3,153,2,1,110
0,2,2,10,0,1,180
0,1,1,131,0,0,46
3,1,1,0,1,1,225
21,2,1,0,2,1,74
11,2,1,0,0,1,150
0,5,1,0,0,1,106
1,1,12,158,1,1,3613
2,7,1,178,1,1,300
15,30,4,0,0,0,36
2,3,1,0,1,1,148
19,4,2,94,0,1,81
0,1,1,0,1,1,150
2,2,1,0,1,1,120
103,1,1,7,1,1,150
4,3,1,0,0,1,350
66,2,1,158,0,1,145
82,2,1,30,0,0,50
1,30,3,38,0,0,39
180,2,1,253,1,1,289
13,2,1,264,0,0,70
1,3,2,0,1,1,118
0,11,1,0,1,0,100
11,31,2,190,0,1,125
75,4,1,166,1,1,75
13,5,1,8,0,1,81
3,3,1,0,0,0,65
2,2,1,0,4,0,25
92,2,2,60,1,0,138
4,3,1,0,1,1,110
8,12,2,7,0,1,121
0,4,1,69,2,0,55
7,2,1,0,1,0,98
0,4,1,12,1,2,165
