number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
357,1,4,321,0,0,65
9,3,1,0,1,1,160
1,7,1,0,1,1,150
1,1,1,0,0,0,150
0,30,232,309,1,1,305
0,3,1,0,0,1,280
0,3,1,0,1,0,75
1,1,1,0,0,1,230
36,2,1,293,0,0,150
36,2,2,88,1,2,55
22,3,2,0,1,1,169
1,14,1,0,0,0,47
3,1,1,0,0,0,55
51,3,1,127,1,0,75
19,3,1,78,0,0,75
1,4,1,39,2,0,175
8,2,2,365,0,0,56
0,14,1,0,1,0,70
0,1,1,83,1,0,180
11,1,1,0,0,0,69
6,2,3,89,0,0,90
0,21,1,0,0,0,150
47,1,3,8,4,1,107
5,1,1,0,1,0,50
56,3,2,288,0,1,175
0,4,1,334,1,1,350
1,8,1,207,0,1,125
32,1,2,254,0,1,300
0,1,7,331,1,0,100
37,3,1,146,4,1,149
3,14,1,65,1,0,102
32,2,1,8,0,1,200
33,3,1,156,0,1,215
0,1,1,0,0,1,180
0,7,2,0,1,0,90
0,2,1,264,1,1,500
54,1,1,180,2,0,90
19,2,2,303,1,0,75
58,1,4,304,1,0,155
9,3,3,298,0,1,120
3,3,1,0,0,1,85
4,10,1,93,0,1,150
10,1,2,365,0,0,67
1,3,1,362,2,0,65
9,3,1,6,1,1,145
0,15,1,23,1,1,250
10,2,1,0,0,1,225
8,5,2,8,0,1,105
0,1,1,0,1,0,45
0,3,1,178,0,0,60
22,1,3,67,0,0,40
13,4,1,86,1,1,145
8,1,3,0,0,0,36
1,3,1,230,0,1,550
21,2,3,2,0,1,161
9,4,1,83,1,0,50
4,2,5,355,3,0,79
9,1,4,57,2,0,60
0,1,1,0,0,0,150
0,1,1,0,0,0,55
22,1,1,0,1,1,240
0,5,1,0,0,0,55
4,1,1,90,1,0,45
12,2,4,332,2,1,110
0,133,2,0,0,1,60
25,1,1,68,1,0,125
0,6,1,0,1,1,120
74,3,1,179,0,1,325
0,15,1,0,1,0,70
22,3,1,98,0,1,180
268,5,2,202,0,1,85
3,3,1,46,0,2,30
13,30,34,304,1,1,250
7,1,2,0,4,0,37
5,2,1,0,0,1,168
4,2,1,345,0,1,195
14,1,2,335,2,0,40
0,5,1,41,2,0,100
5,5,1,47,1,0,94
0,7,1,0,1,1,135
16,29,4,300,0,1,250
0,1,1,0,0,1,95
0,4,1,7,0,0,45
0,1,1,365,1,0,220
38,3,1,99,1,0,103
0,5,2,365,1,1,400
145,2,1,193,1,1,158
1,4,1,0,1,1,200
42,3,1,219,1,1,104
39,5,1,12,1,1,100
0,1,1,0,2,1,99
9,3,2,322,4,0,29
24,5,4,177,1,0,50
9,3,2,364,1,1,750
4,4,1,65,1,1,389
0,2,1,0,1,1,175
5,30,31,134,1,1,109
0,30,1,39,0,1,84
17,4,1,0,0,2,40
0,3,1,363,1,0,125
0,4,1,0,1,0,125
1,30,87,0,1,1,169
459,1,5,175,2,0,45
104,7,1,42,1,1,399
12,2,3,349,0,0,70
1,2,1,0,1,0,70
47,2,2,345,0,1,97
37,2,1,0,1,1,198
1,1,1,0,0,0,62
1,1,7,198,1,0,120
23,1,4,327,0,0,50
0,3,1,0,2,1,200
9,1,1,0,0,0,65
16,1,3,9,1,0,120
0,14,1,0,0,0,150
0,4,1,0,1,0,50
15,14,1,122,1,0,180
13,1,1,1,1,1,200
0,1,1,14,1,1,199
15,3,6,266,0,0,180
12,2,1,0,1,0,75
1,2,1,234,1,1,115
20,1,5,315,1,0,58
24,2,3,76,2,0,60
5,2,5,0,4,1,145
2,3,2,0,0,0,60
5,30,96,311,1,1,135
0,1,1,0,1,1,250
82,3,2,359,2,1,325
9,2,4,49,0,0,58
8,2,2,315,2,0,55
12,1,5,133,2,0,45
31,2,2,266,2,0,45
97,1,2,39,0,1,250
2,4,1,4,1,1,180
4,30,1,330,0,1,139
15,5,1,94,0,1,100
10,1,2,365,0,0,55
0,2,1,89,1,0,100
24,2,1,335,2,1,275
29,3,1,309,1,1,85
88,30,1,9,0,1,220
2,2,1,0,1,1,199
37,6,1,329,0,0,75
0,1,1,0,1,0,75
0,1,1,90,1,1,150
6,3,1,0,0,1,150
5,3,1,0,1,1,200
0,31,1,103,1,1,1000
2,3,1,0,0,1,75
61,1,4,342,2,0,35
0,1,13,352,1,0,100
0,4,1,44,1,0,74
3,1,1,179,0,0,100
3,1,1,365,2,0,99
2,30,1,120,1,1,105
1,3,1,0,2,0,75
1,1,1,0,1,0,69
16,1,2,179,0,0,109
1,2,1,0,0,0,106
40,30,1,146,1,1,188
1,1,1,365,1,1,500
6,7,2,0,0,0,60
0,1,1,359,2,0,75
15,2,13,286,1,1,220
9,4,1,132,1,1,330
24,2,1,175,0,0,90
2,3,1,30,0,0,49
5,2,1,81,2,1,120
22,3,1,251,1,1,95
0,1,1,0,0,0,47
0,4,1,87,4,0,80
14,1,7,313,2,0,70
10,2,1,0,1,1,150
64,3,3,0,1,0,97
84,3,1,205,1,0,65
0,7,1,0,0,0,60
0,1,1,0,0,1,113
28,1,1,68,1,0,150
2,4,1,0,2,1,60
52,1,11,365,0,0,319
3,2,1,6,1,1,175
46,5,1,92,1,1,220
20,2,1,0,1,1,150
0,2,3,0,1,0,80
23,2,1,214,0,1,177
145,2,1,365,0,0,77
4,5,1,0,0,1,499
1,2,1,0,1,1,295
53,2,1,55,0,0,52
0,30,65,281,1,1,350
4,2,1,0,1,2,110
4,2,1,0,0,0,35
88,3,1,49,0,1,120
1,1,1,0,1,0,80
179,3,1,273,0,1,130
15,40,1,365,2,1,350
2,3,1,45,1,1,215
6,30,1,203,1,1,75
11,2,1,182,3,1,275
11,2,13,258,1,1,240
126,1,3,0,0,0,65
13,1,2,88,0,1,52
0,30,3,341,0,1,99
6,1,1,0,1,0,90
0,1,1,0,1,1,100
1,2,1,0,0,1,150
63,3,1,0,3,1,155
1,30,1,0,0,1,220
0,5,1,0,0,1,500
37,3,2,7,2,1,150
3,3,1,0,0,1,275
10,1,1,0,2,0,60
18,2,1,0,0,1,135
23,2,3,365,0,0,86
6,3,1,0,0,1,80
2,2,1,0,1,1,175
9,3,3,11,0,1,175
0,10,1,27,1,1,115
14,1,2,78,0,0,119
2,3,1,0,1,0,65
8,1,1,65,1,1,199
78,2,2,347,0,1,449
3,1,1,2,0,0,100
7,10,1,0,0,0,58
118,1,1,278,1,0,124
3,10,1,0,0,1,150
1,31,1,182,1,1,149
0,2,1,0,1,1,150
8,3,2,27,0,0,52
0,1,1,1,1,1,125
0,29,96,334,1,1,222
2,30,103,216,2,0,40
5,2,1,0,1,1,125
40,3,1,286,2,0,71
1,3,13,90,0,0,57
46,2,2,121,2,1,150
35,28,1,50,1,1,200
198,1,2,156,2,1,100
4,2,1,322,0,1,595
46,3,1,334,0,1,180
0,5,1,190,0,1,120
7,3,1,0,0,0,41
0,1,1,0,0,0,65
1,1,1,6,1,1,230
64,2,1,32,0,1,1067
3,5,1,0,2,0,50
22,4,1,0,0,0,48
68,1,1,258,0,1,75
18,30,5,204,1,1,161
154,3,1,218,0,1,150
0,7,1,0,0,1,400
2,3,1,0,1,0,90
57,3,1,320,1,1,258
31,1,2,89,2,0,70
49,4,1,249,1,1,500
12,1,1,0,1,1,150
3,7,1,0,0,0,38
0,50,8,176,1,1,125
0,30,121,360,1,1,139
0,30,25,290,1,1,265
2,2,1,277,2,1,225
2,2,1,0,1,1,165
66,3,2,300,1,1,288
1,1,1,0,1,1,225
2,1,4,191,1,1,400
27,30,1,197,1,1,209
0,1,1,149,2,0,40
38,2,1,94,0,1,199
93,1,1,65,0,1,100
2,30,103,215,1,0,36
95,1,1,86,1,0,125
134,1,2,251,1,0,72
115,2,1,323,0,1,100
3,30,3,355,0,1,94
5,30,1,126,0,0,50
4,2,1,4,0,0,46
35,1,1,295,4,0,65
48,2,2,174,2,0,100
292,2,2,231,1,0,109
58,3,1,188,1,1,290
1,1,2,0,1,1,80
42,20,2,257,0,0,40
23,30,2,188,0,1,109
107,4,1,203,1,1,200
45,1,1,7,0,1,130
4,3,1,144,2,0,75
0,2,5,211,0,0,95
16,30,34,326,1,1,165
36,6,2,0,1,0,97
59,2,4,148,4,0,49
10,30,52,323,1,1,110
2,1,2,365,0,0,65
17,4,1,0,0,0,90
3,4,1,100,1,1,248
3,7,1,0,0,0,46
108,5,2,318,1,1,433
5,6,1,0,1,0,40
2,2,1,85,2,0,79
12,1,3,0,0,0,41
55,3,4,329,0,0,55
3,7,1,13,1,1,134
72,3,1,0,1,1,215
2,14,1,3,1,1,125
92,2,1,321,0,1,229
0,30,232,326,1,1,271
0,1,2,0,2,0,65
0,3,1,0,1,0,200
43,3,1,35,1,0,65
7,2,1,90,0,0,54
1,20,1,341,1,1,200
32,30,7,365,1,1,80
259,2,1,47,1,0,118
3,2,1,0,2,0,120
33,3,1,60,0,1,245
17,2,3,329,0,0,116
18,4,1,5,1,1,200
32,7,1,50,4,0,35
6,2,1,23,0,1,200
3,30,9,0,1,1,125
31,2,3,0,0,0,78
48,1,3,7,1,0,80
1,30,8,310,1,0,62
4,2,1,22,1,1,135
0,3,1,0,1,0,95
0,7,2,0,1,1,134
227,3,1,244,0,1,155
1,2,1,188,1,1,300
0,5,1,0,0,1,325
124,1,1,359,0,1,280
6,2,2,272,0,1,230
0,15,1,0,0,0,69
12,5,1,0,0,1,99
2,1,1,0,1,1,250
17,29,1,0,0,0,74
4,3,1,313,1,1,500
30,2,1,13,0,0,120
3,2,4,114,0,1,265
7,3,2,48,0,0,130
14,2,1,357,1,0,85
0,1,1,0,2,1,150
29,2,1,44,1,1,250
0,180,1,365,0,1,100
9,5,1,342,0,0,63
0,4,1,0,0,1,155
2,3,1,8,1,0,150
38,1,7,225,1,2,75
0,30,1,0,1,0,110
109,2,1,336,1,0,200
8,2,1,0,0,0,42
103,2,2,282,4,0,33
59,2,1,0,1,1,200
1,3,1,7,1,1,185
2,4,1,0,1,0,120
2,30,5,325,1,0,44
1,1,1,0,0,1,78
3,5,1,6,2,1,62
0,2,1,365,0,0,100
0,1,2,0,1,0,98
61,2,1,26,0,0,30
0,29,327,318,1,1,160
386,2,3,50,2,0,29
7,10,1,0,2,1,100
13,2,3,162,0,0,44
69,1,1,277,1,0,120
4,3,1,58,1,1,139
5,2,1,24,2,1,125
10,4,1,0,1,1,349
66,4,1,323,0,0,110
2,120,1,167,1,1,99
0,4,1,0,1,0,99
8,5,1,0,0,2,40
32,2,6,251,0,0,123
16,2,1,13,0,0,59
0,9,1,0,1,1,130
0,2,1,0,1,1,300
25,1,1,241,4,0,35
0,1,1,16,1,1,50
10,3,1,0,1,0,60
3,30,5,344,0,2,15
1,2,1,0,0,0,75
5,2,1,0,0,1,350
1,5,2,89,0,2,39
0,7,1,0,2,1,90
4,4,1,5,1,1,62
4,5,2,95,2,1,200
5,2,1,0,1,1,195
2,2,1,1,0,0,60
2,1,1,0,1,1,125
19,1,1,0,0,0,46
12,1,7,180,2,0,53
0,1,1,0,1,1,225
28,1,2,212,2,0,89
2,2,1,11,1,1,300
10,2,1,0,0,1,85
0,1,8,0,1,0,84
20,30,39,320,1,1,170
6,4,1,0,0,1,109
1,4,1,0,1,0,180
0,90,8,125,1,1,135
5,2,2,0,0,1,115
52,5,4,113,1,1,150
8,2,1,0,1,1,260
55,5,1,34,1,1,195
3,1,1,13,0,1,140
35,2,2,357,0,1,130
4,3,1,0,1,1,186
2,2,1,0,1,0,60
1,2,2,0,0,1,150
2,1,3,344,0,0,80
11,7,1,0,1,1,485
7,30,52,328,0,1,129
1,2,1,0,1,0,190
1,14,1,0,2,0,40
73,3,1,32,1,0,150
8,1,9,347,1,2,69
15,3,1,0,1,1,116
204,2,1,41,0,0,110
3,1,3,46,2,0,35
0,1,1,0,0,0,100
3,10,1,14,0,1,189
16,1,4,137,2,0,50
1,30,1,89,1,1,146
23,3,1,129,1,0,40
21,2,1,4,0,0,70
7,1,1,0,1,1,100
2,2,1,0,1,1,100
30,2,1,333,0,0,54
0,2,1,40,0,0,60
1,3,1,18,0,0,50
0,30,32,342,1,0,60
103,3,1,189,0,1,140
12,4,1,142,0,1,175
0,30,1,39,1,0,65
3,6,1,25,0,1,110
0,3,1,112,0,1,425
0,30,1,155,1,1,200
0,1,8,320,2,0,34
2,3,1,350,4,0,50
2,4,1,197,1,0,91
0,1,1,0,1,1,350
7,5,1,4,0,1,225
24,2,1,48,1,1,245
2,2,1,157,0,1,200
24,1,9,341,2,0,85
3,1,3,130,1,0,60
1,3,1,65,0,0,70
95,2,8,327,2,0,62
0,2,1,22,2,1,105
0,2,1,225,1,1,800
84,3,3,17,1,0,39
2,1,3,125,0,0,75
5,2,1,90,2,0,110
1,5,1,5,1,1,150
61,1,4,88,2,0,55
1,5,1,0,1,0,48
163,2,1,163,0,0,70
16,2,1,29,0,0,70
125,1,6,325,0,0,40
188,2,3,262,0,1,155
141,3,5,226,1,0,125
4,5,1,0,1,1,272
23,3,1,12,1,0,46
1,4,1,47,0,0,75
18,6,2,14,1,0,99
19,1,1,0,0,0,70
11,30,2,0,0,0,65
65,2,1,5,1,1,255
7,2,1,122,2,1,140
37,2,2,334,0,0,85
14,1,2,0,2,0,69
33,3,1,18,1,0,40
0,1,10,361,1,0,250
0,1,1,57,0,1,180
10,4,4,42,0,0,35
0,7,1,12,1,1,250
10,1,17,182,1,1,137
8,1,1,0,1,1,200
11,1,1,0,1,0,129
41,3,1,235,0,1,250
4,4,3,324,0,1,130
23,3,1,2,0,1,147
0,1,1,0,2,0,80
9,2,13,283,1,1,220
0,1,1,0,1,2,90
5,4,1,0,1,1,175
9,1,1,88,1,1,249
47,2,1,76,1,2,85
448,1,5,166,2,0,45
19,1,1,361,2,1,180
4,7,1,0,1,1,150
38,3,2,66,0,0,75
0,1,1,0,0,0,50
5,30,91,281,1,1,159
1,3,1,83,0,0,79
1,1,1,0,1,0,110
9,1,1,0,0,0,70
13,2,1,182,0,1,99
2,10,1,0,0,1,84
12,6,1,3,1,0,55
5,3,2,0,1,0,100
31,2,1,95,0,1,200
53,3,1,249,4,0,45
27,2,2,364,0,1,450
0,8,1,0,1,1,99
1,1,1,0,0,1,170
0,4,1,0,0,1,225
6,1,4,335,2,0,65
2,1,1,0,0,1,110
10,7,1,83,0,1,250
1,30,23,115,1,1,169
305,3,1,231,0,1,110
2,10,1,0,1,0,40
2,14,1,0,1,1,265
0,30,18,365,1,1,534
112,2,1,5,0,0,38
12,3,1,31,2,1,95
3,1,1,0,2,1,150
26,2,3,80,0,0,50
1,12,1,0,0,0,48
8,1,7,179,2,0,75
7,3,1,261,2,1,150
1,1,6,7,0,0,49
20,3,1,0,1,1,160
1,3,2,36,2,0,70
31,9,1,129,1,0,68
55,2,1,208,1,0,88
9,15,1,0,0,1,70
48,1,2,7,1,0,89
9,1,1,147,0,0,60
4,30,91,0,1,1,199
0,5,1,0,0,1,140
87,3,1,44,1,0,78
22,4,2,95,2,0,40
128,4,2,0,0,1,155
6,3,3,94,0,0,58
19,5,1,358,1,1,349
0,18,1,0,0,1,66
0,1,2,364,0,0,59
4,7,1,53,0,0,42
0,3,3,244,1,0,85
24,2,1,240,0,1,1095
23,7,1,130,0,0,40
0,1,1,0,0,0,95
3,14,1,0,4,1,95
5,1,2,0,0,2,22
11,3,1,318,0,0,75
4,2,1,0,1,1,150
10,5,1,0,1,0,230
76,3,1,360,1,1,225
0,30,232,292,1,1,421
33,2,1,0,1,1,225
1,2,1,90,0,0,107
0,30,103,0,1,0,38
11,60,1,281,1,1,199
0,6,1,18,0,1,103
0,8,2,0,0,1,57
5,2,1,0,1,0,150
18,2,1,364,2,0,96
8,1,1,0,0,0,71
17,4,3,6,1,1,549
254,1,1,118,1,0,80
10,2,1,0,0,1,102
22,1,1,331,0,0,70
123,1,5,0,2,0,59
5,3,1,8,0,1,100
2,4,6,0,0,0,39
7,1,1,0,0,1,105
0,30,32,317,1,0,58
8,1,1,0,0,0,45
55,1,1,79,1,0,125
5,4,1,0,0,1,85
0,30,232,341,1,1,314
45,2,1,251,0,0,100
3,30,31,210,1,1,150
0,3,1,5,1,0,119
100,7,1,237,1,1,249
142,2,1,0,1,0,80
42,2,1,263,0,0,80
28,3,1,19,0,1,85
3,2,1,161,2,0,100
5,3,1,4,0,1,100
0,30,121,352,1,1,239
0,29,96,38,1,1,294
66,3,3,309,0,1,155
14,2,1,47,2,0,44
6,2,1,0,1,1,135
0,2,1,14,0,0,75
11,65,1,358,1,1,175
1,2,1,79,0,0,90
5,2,1,4,1,1,172
11,4,1,2,0,1,450
13,1,1,363,0,1,280
1,7,1,0,1,0,100
22,3,1,329,1,1,199
62,3,1,247,0,0,82
14,2,1,155,1,0,185
42,1,3,121,2,1,100
70,3,1,89,0,1,150
38,4,3,262,0,1,425
44,2,1,83,2,1,135
64,3,2,211,1,1,115
11,3,2,187,0,0,68
19,1,4,115,1,0,125
1,5,1,0,0,0,53
95,1,6,280,1,0,116
0,1,1,0,1,0,80
46,30,6,202,0,0,42
6,2,5,191,0,0,49
0,4,1,0,0,1,250
1,1,1,0,1,0,50
16,2,1,0,1,0,140
12,23,2,189,0,0,69
19,2,1,0,0,1,150
0,30,87,287,1,1,179
0,1,1,241,2,0,399
0,30,232,189,1,1,291
0,3,5,226,0,1,785
0,2,1,179,1,1,350
1,3,4,0,0,0,73
43,2,1,10,0,1,89
45,3,8,356,0,1,81
26,2,1,173,0,1,59
45,1,1,76,2,1,100
7,30,7,342,0,2,27
12,3,1,0,0,1,98
64,3,2,5,1,0,140
0,30,25,310,0,0,48
51,3,1,62,0,0,65
0,8,1,0,0,1,100
5,4,1,0,0,1,60
3,5,1,0,0,1,80
1,7,1,0,1,1,125
0,7,1,90,4,0,65
47,1,2,71,2,0,48
0,1,1,310,1,0,65
4,30,8,346,1,1,171
3,3,1,0,0,1,119
8,3,1,18,2,0,49
108,2,1,225,1,1,220
15,1,1,35,1,1,149
0,1,1,89,2,0,130
7,30,2,188,1,1,200
6,2,1,230,1,1,495
0,10,1,42,0,1,160
0,1,1,63,1,0,175
8,3,1,0,1,1,115
13,3,1,0,1,1,150
2,1,1,0,1,1,125
11,2,327,297,1,1,454
1,1,1,0,0,0,41
1,2,1,0,1,1,315
68,1,3,310,1,0,62
1,7,2,23,0,1,110
27,2,2,59,2,0,65
17,1,1,362,1,0,150
0,1,1,0,0,0,90
3,7,1,0,0,1,115
0,4,1,0,1,1,150
9,2,1,15,0,1,110
43,1,1,267,0,1,150
5,2,1,2,0,1,160
0,4,2,102,0,1,285
1,2,1,0,0,0,60
5,7,1,0,0,1,165
103,1,1,335,1,1,299
12,1,7,50,1,0,300
25,2,1,0,1,0,85
251,1,2,31,2,0,55
8,1,1,192,0,0,36
3,1,1,0,1,1,245
6,2,1,7,1,1,180
6,20,1,311,0,0,65
1,1,1,0,1,0,95
19,2,1,24,2,0,40
5,5,1,0,1,1,200
1,2,1,0,1,1,240
4,2,2,88,0,0,89
4,4,2,0,1,1,110
0,2,2,115,0,0,75
40,1,2,0,1,0,60
0,20,1,33,1,1,150
148,1,2,169,0,0,35
3,30,31,326,1,1,115
83,1,2,37,0,0,31
2,2,2,353,1,2,35
0,1,1,0,0,1,190
39,3,1,43,0,0,60
165,1,12,338,1,0,85
0,30,1,341,1,1,123
0,30,5,0,1,0,69
48,2,1,167,2,1,100
11,2,2,363,4,0,85
4,30,31,339,1,1,150
3,7,3,319,0,0,32
1,2,1,0,1,1,149
1,3,1,256,0,1,187
3,1,1,0,0,1,190
4,3,1,200,1,1,199
2,1,1,0,1,0,65
5,2,1,0,0,0,50
2,2,2,0,1,0,150
0,1,1,0,0,0,50
2,3,2,0,1,1,480
6,2,1,141,2,1,104
0,1,1,0,0,0,45
0,1,2,276,0,0,55
28,2,1,328,1,1,250
29,3,13,50,0,1,99
9,7,13,349,1,0,179
11,3,5,0,0,0,59
1,3,1,0,4,1,85
27,2,1,182,2,1,65
3,4,1,362,0,0,150
0,15,1,0,0,1,100
83,4,1,254,0,1,182
29,3,9,355,2,0,89
2,3,1,0,1,1,150
7,2,1,238,0,2,95
1,5,2,7,1,1,89
4,1,1,358,1,1,843
0,1,1,0,1,1,180
5,2,1,57,0,1,300
14,1,2,72,2,0,49
0,3,1,3,1,0,74
12,7,1,0,1,1,125
70,1,1,283,4,0,60
31,2,2,106,1,0,77
28,1,1,13,0,0,101
0,3,1,179,2,0,100
0,2,1,0,0,0,75
1,4,1,0,0,1,329
0,30,2,88,1,1,650
5,2,1,0,1,1,179
25,1,1,7,0,0,65
6,99,1,83,1,0,9999
4,3,1,0,1,1,162
4,4,1,80,1,1,333
59,40,1,126,0,1,140
1,4,1,0,1,1,125
2,1,2,150,1,1,5000
151,2,1,308,1,0,59
5,3,1,0,1,1,180
2,1,1,0,1,1,134
0,30,8,157,1,1,118
12,3,3,5,1,1,160
0,180,1,357,1,0,53
6,60,1,125,0,1,85
73,2,1,20,0,1,125
74,2,1,35,1,1,200
0,7,2,0,2,0,50
1,3,1,0,2,0,40
16,2,1,3,0,0,70
33,2,2,340,1,0,169
20,2,1,0,0,1,155
0,15,1,0,1,0,37
33,1,17,85,0,2,33
49,2,1,347,2,1,125
85,1,15,345,0,0,65
14,1,3,13,2,0,68
1,14,1,163,0,1,83
13,6,2,0,1,1,350
128,1,1,76,0,0,64
6,1,2,83,0,0,69
84,3,1,18,0,1,195
78,2,3,14,0,0,53
3,30,10,311,1,1,195
10,2,1,0,1,0,87
7,1,7,365,0,2,38
13,4,1,364,0,0,42
0,6,1,0,1,1,175
0,1,1,364,2,1,150
0,2,1,0,1,0,150
5,1,1,365,0,1,179
4,3,1,0,1,1,150
9,1,1,0,2,1,140
23,2,1,178,2,0,76
0,1,1,0,0,0,30
32,1,2,123,2,0,40
19,2,3,359,0,0,55
1,1,1,0,0,0,66
8,1,1,0,0,1,142
3,30,7,4,1,1,250
0,2,1,87,0,0,100
0,24,1,0,0,1,50
7,3,1,0,0,1,100
4,2,3,63,0,0,100
0,2,1,0,1,1,120
0,5,1,0,1,1,550
62,2,1,28,1,1,365
1,2,1,7,1,0,120
5,4,1,325,1,1,330
0,5,1,0,0,1,275
45,1,4,177,3,0,35
3,1,1,0,0,1,99
75,3,1,338,1,0,105
0,1,1,0,1,0,125
113,3,1,285,2,0,78
15,1,1,9,1,1,160
63,1,12,267,1,0,110
16,1,1,342,2,0,75
9,1,2,0,2,0,40
9,5,1,0,1,1,110
9,5,1,6,0,1,175
6,2,2,86,3,0,100
6,1,1,0,0,0,56
19,5,1,199,0,0,45
0,1,1,0,0,0,45
8,30,4,56,1,1,125
6,30,52,277,0,1,129
1,8,1,0,1,0,100
23,3,1,87,1,0,70
5,30,1,130,1,1,190
4,7,1,14,0,1,80
76,1,1,76,2,0,70
0,10,1,128,1,0,43
151,3,1,115,0,1,220
7,5,3,16,1,0,100
6,5,2,9,1,1,275
14,2,1,0,2,0,53
88,1,1,320,1,1,125
4,1,2,0,1,0,100
34,5,1,0,0,1,120
106,4,1,113,0,0,91
78,1,1,93,1,1,115
2,5,1,364,1,1,249
23,1,2,28,0,0,55
8,1,2,0,1,0,50
0,7,2,35,2,0,50
3,2,1,36,1,1,220
5,14,3,0,1,1,497
21,5,1,189,1,1,150
0,30,232,1,1,1,280
0,1,1,215,1,1,450
0,180,1,365,0,1,300
1,2,1,18,1,0,60
4,1,2,165,1,0,125
5,2,1,0,0,1,100
9,1,1,0,0,0,94
5,3,1,55,0,0,80
0,6,1,0,1,1,140
0,3,1,0,0,1,150
0,3,1,0,1,0,40
3,3,1,1,1,1,499
1,1,1,0,0,1,175
120,2,2,287,0,1,200
3,1,1,0,1,1,250
4,30,5,217,1,0,41
70,1,6,321,2,0,84
32,5,3,0,1,2,55
8,5,1,0,1,1,249
0,5,1,0,1,1,80
7,1,1,0,1,1,178
0,3,1,7,1,1,225
4,2,1,10,0,0,45
16,1,1,0,1,1,105
4,5,1,0,2,1,149
3,2,1,0,0,1,115
5,3,2,6,0,0,65
13,3,1,0,0,1,180
13,2,2,0,1,1,175
1,30,25,59,0,0,48
0,29,96,311,1,1,299
7,5,1,40,0,0,50
0,1,1,0,1,1,499
0,7,1,0,0,0,100
15,2,1,129,1,1,200
88,3,1,200,1,1,215
1,7,2,0,0,0,65
10,4,7,323,3,0,35
13,2,1,308,1,0,355
13,1,1,87,1,0,45
214,2,2,108,0,1,115
0,31,1,306,1,1,129
2,1,3,0,0,0,60
1,7,1,0,1,0,160
4,4,1,135,1,1,350
9,1,9,365,1,2,85
3,4,1,57,1,1,400
0,30,49,365,1,1,330
1,30,18,310,2,0,38
3,5,2,364,1,0,85
4,1,1,0,0,0,70
1,30,3,345,0,1,73
26,2,1,188,1,1,200
0,5,1,0,1,1,250
0,21,2,365,0,1,150
4,3,1,144,1,1,250
17,2,1,0,0,1,100
18,1,3,355,1,1,150
84,3,1,172,0,1,205
3,5,1,0,0,0,40
110,5,2,43,1,0,95
3,6,1,0,0,1,66
2,2,1,0,1,0,160
74,1,2,21,0,0,65
26,4,1,14,1,1,110
0,15,1,0,0,0,40
49,2,3,147,1,1,199
3,1,1,221,0,0,95
1,30,6,267,1,1,140
78,1,1,218,2,0,50
3,30,1,0,1,1,188
8,4,4,37,0,0,65
3,2,1,363,0,0,80
315,1,1,275,0,1,170
17,3,1,0,0,0,84
40,1,4,280,0,0,38
0,3,1,0,0,1,325
9,4,1,365,0,1,135
0,60,1,365,1,0,82
1,4,4,22,0,1,395
34,2,1,0,1,1,96
14,2,1,0,0,0,50
0,2,1,66,0,0,63
5,7,1,188,2,0,80
0,1,1,0,1,1,210
32,32,3,345,0,0,43
2,3,1,157,0,1,79
12,3,2,289,0,0,85
1,2,1,0,1,1,180
139,2,1,94,0,0,89
0,1,1,0,1,0,50
0,1,1,0,1,1,200
5,6,1,9,1,1,109
2,7,1,0,0,0,60
1,1,1,280,0,0,90
1,1,2,0,1,0,115
1,4,1,0,1,0,125
37,1,1,310,1,0,125
12,3,1,301,1,1,350
64,1,2,280,2,0,60
19,5,1,88,1,0,169
1,7,1,0,2,1,225
1,1,1,0,0,0,70
25,30,1,324,2,0,70
72,5,2,316,1,0,69
3,2,1,0,0,0,65
4,1,1,0,1,0,82
4,2,1,0,1,1,130
3,6,2,89,2,0,40
0,2,1,0,0,1,175
1,1,1,0,0,0,36
7,6,1,0,1,1,210
21,7,1,0,1,0,63
112,2,1,349,0,1,90
0,7,1,180,4,0,100
12,2,1,6,1,1,99
2,1,1,0,1,1,300
0,1,1,0,0,0,110
1,2,1,0,1,1,185
96,3,1,295,0,1,90
13,2,3,335,0,0,105
27,3,1,0,1,0,58
8,3,4,342,2,0,80
1,10,1,170,1,1,208
183,28,2,365,1,1,125
0,5,1,0,1,0,125
30,30,1,105,1,0,89
137,2,3,234,0,1,140
7,2,1,0,1,1,85
6,1,9,289,1,0,100
15,3,1,3,0,1,110
4,3,3,3,0,0,70
7,8,1,109,0,0,59
31,1,1,270,1,0,149
65,3,1,89,2,0,70
7,3,1,0,0,1,90
3,2,13,324,1,0,252
11,5,1,14,1,1,195
1,30,2,250,0,1,250
137,1,2,197,2,1,130
9,5,1,110,1,0,81
52,1,2,255,0,0,33
15,1,2,0,1,0,75
210,2,2,288,0,1,70
18,2,1,0,1,0,115
113,2,2,3,0,0,60
3,3,1,0,1,1,172
0,2,1,136,0,0,46
5,1,1,354,1,1,459
1,14,1,0,1,0,60
0,1,2,1,0,1,80
9,2,1,11,1,1,225
5,7,1,34,1,1,180
7,5,1,0,1,1,215
8,3,1,0,0,1,120
73,1,3,284,0,0,109
8,1,1,0,0,1,200
1,2,2,54,0,0,85
24,31,1,149,1,1,149
3,1,1,189,2,0,50
103,1,1,65,0,0,56
0,30,96,330,1,1,265
1,6,1,154,0,1,150
3,1,2,357,2,1,99
